Event start date;Actor specified;Actor specified 1;Actor specified 2;Actor 1;Actor 2;Oblast number;Year
23.01.2013;CPU, Svoboda, BYT, NRU;CPU;NRU;208;572;20;2013
23.01.2013;CPU, Svoboda, BYT, NRU;Svoboda;BYT;823;103;20;2013
23.01.2013;CPU, Svoboda, BYT, NRU;Svoboda;NRU;823;572;20;2013
23.01.2013;CPU, Svoboda, BYT, NRU;BYT;NRU;103;572;20;2013
13.02.2013;Labor Kharkivshchyna, Russkoye Veche, Ukrainian choice;Labor Kharkivshchyna;Russkoye Veche;469;711;20;2013
13.02.2013;Labor Kharkivshchyna, Russkoye Veche, Ukrainian choice;Labor Kharkivshchyna;Ukrainian Choice;469;884;20;2013
13.02.2013;Labor Kharkivshchyna, Russkoye Veche, Ukrainian choice;Russkoye Veche;Ukrainian Choice;711;884;20;2013
17.03.2013;BYT, Green front;BYT;Green Front;103;362;20;2013
04.04.2013;Labor Kharkivshchyna, Essence of Time, Soviet Officers Union;Labor Kharkivshchyna;Essence of Time;469;255;20;2013
04.04.2013;Labor Kharkivshchyna, Essence of Time, Soviet Officers Union;Labor Kharkivshchyna;Soviet Officers union of Ukraine;469;775;20;2013
04.04.2013;Labor Kharkivshchyna, Essence of Time, Soviet Officers Union;Essence of Time;Soviet Officers union of Ukraine;255;775;20;2013
12.04.2013;Svoboda, BYT, UDAR, FoC;Svoboda;BYT;823;103;20;2013
12.04.2013;Svoboda, BYT, UDAR, FoC;Svoboda;UDAR;823;873;20;2013
12.04.2013;Svoboda, BYT, UDAR, FoC;Svoboda;FoC;823;290;20;2013
12.04.2013;Svoboda, BYT, UDAR, FoC;BYT;UDAR;103;873;20;2013
12.04.2013;Svoboda, BYT, UDAR, FoC;BYT;FoC;103;290;20;2013
12.04.2013;Svoboda, BYT, UDAR, FoC;UDAR;FoC;873;290;20;2013
27.04.2013;Prosvita, Youth Union, Youth nationalist congress (MNK);Prosvita;Youth Unity;658;1064;20;2013
27.04.2013;Prosvita, Youth Union, Youth nationalist congress (MNK);Prosvita;Youth nationalist congress (MNK);658;1055;20;2013
27.04.2013;Prosvita, Youth Union, Youth nationalist congress (MNK);Youth Unity;Youth nationalist congress (MNK);1064;1055;20;2013
01.05.2013;Direct Action, Autonomous action;Direct Action;Autonomous action;225;70;20;2013
01.05.2013;CPU, Soviet Officers Union;CPU;Soviet Officers union of Ukraine;208;775;20;2013
17.05.2013;PR, Young Regions, Kharkiv students trade union;PR;Young Regions;649;1036;20;2013
17.05.2013;PR, Young Regions, Kharkiv students trade union;PR;Kharkiv students trade union;649;440;20;2013
17.05.2013;PR, Young Regions, Kharkiv students trade union;Young Regions;Kharkiv students trade union;1036;440;20;2013
03.06.2013;AST, Labor Front of Ukraine, Labor Kharkivshchyna;AST;Labor Front of Ukraine;67;468;20;2013
03.06.2013;AST, Labor Front of Ukraine, Labor Kharkivshchyna;AST;Labor Kharkivshchyna;67;469;20;2013
03.06.2013;AST, Labor Front of Ukraine, Labor Kharkivshchyna;Labor Front of Ukraine;Labor Kharkivshchyna;468;469;20;2013
12.06.2013;AST, FRI, Moloda Prosvita, Plast;AST;FRI;67;337;20;2013
12.06.2013;AST, FRI, Moloda Prosvita, Plast;AST;Young Prosvita;67;1034;20;2013
12.06.2013;AST, FRI, Moloda Prosvita, Plast;AST;Plast;67;634;20;2013
12.06.2013;AST, FRI, Moloda Prosvita, Plast;FRI;Young Prosvita;337;1034;20;2013
12.06.2013;AST, FRI, Moloda Prosvita, Plast;FRI;Plast;337;634;20;2013
12.06.2013;AST, FRI, Moloda Prosvita, Plast;Young Prosvita;Plast;1034;634;20;2013
08.07.2013;Labor Kharkivshchyna, PSPU;Labor Kharkivshchyna;PSPU;469;668;20;2013
09.07.2013;Svoboda, BYT;Svoboda;BYT;823;103;20;2013
16.07.2013;KUN, Association of the Political Prisoners and the Repressed, NRU, Young Prosvita;KUN;Association of the Political Prisoners and the Repressed;454;58;20;2013
16.07.2013;KUN, Association of the Political Prisoners and the Repressed, NRU, Young Prosvita;KUN;NRU;454;572;20;2013
16.07.2013;KUN, Association of the Political Prisoners and the Repressed, NRU, Young Prosvita;KUN;Young Prosvita;454;1034;20;2013
16.07.2013;KUN, Association of the Political Prisoners and the Repressed, NRU, Young Prosvita;Association of the Political Prisoners and the Repressed;NRU;58;572;20;2013
16.07.2013;KUN, Association of the Political Prisoners and the Repressed, NRU, Young Prosvita;Association of the Political Prisoners and the Repressed;Young Prosvita;58;1034;20;2013
16.07.2013;KUN, Association of the Political Prisoners and the Repressed, NRU, Young Prosvita;NRU;Young Prosvita;572;1034;20;2013
11.09.2013;Ukrainian choice, Borotba;Ukrainian Choice;Borotba;884;93;20;2013
13.10.2013;Ukrainian business (Ukrainska sprava), KUN, Youth nationalist congress (MNK);Ukrainian business (Ukrainska sprava);KUN;883;454;20;2013
13.10.2013;Ukrainian business (Ukrainska sprava), KUN, Youth nationalist congress (MNK);Ukrainian business (Ukrainska sprava);Youth nationalist congress (MNK);883;1055;20;2013
13.10.2013;Ukrainian business (Ukrainska sprava), KUN, Youth nationalist congress (MNK);KUN;Youth nationalist congress (MNK);454;1055;20;2013
14.10.2013;Soviet Officers union of Ukraine, Borotba;Soviet Officers union of Ukraine;Borotba;775;93;20;2013
24.10.2013;Svoboda, Sokil;Svoboda;Sokil;823;768;20;2013
25.10.2013;Svoboda, BYT;Svoboda;BYT;823;103;20;2013
31.10.2013;PSPU, Working Kharkivshyna, Soviet Officers union of Ukraine;PSPU;Labor Kharkivshchyna;668;469;20;2013
31.10.2013;PSPU, Working Kharkivshyna, Soviet Officers union of Ukraine;PSPU;Soviet Officers union of Ukraine;668;775;20;2013
31.10.2013;PSPU, Working Kharkivshyna, Soviet Officers union of Ukraine;Labor Kharkivshchyna;Soviet Officers union of Ukraine;469;775;20;2013
07.11.2013;CPU, Borotba, Trudova Kharkivshyna, PSPU, Ukrainian union of workers;CPU;Borotba;208;93;20;2013
07.11.2013;CPU, Borotba, Trudova Kharkivshyna, PSPU, Ukrainian union of workers;CPU;Labor Kharkivshchyna;208;469;20;2013
07.11.2013;CPU, Borotba, Trudova Kharkivshyna, PSPU, Ukrainian union of workers;CPU;PSPU;208;668;20;2013
07.11.2013;CPU, Borotba, Trudova Kharkivshyna, PSPU, Ukrainian union of workers;CPU;Ukrainian union of workers;208;914;20;2013
07.11.2013;CPU, Borotba, Trudova Kharkivshyna, PSPU, Ukrainian union of workers;Borotba;Labor Kharkivshchyna;93;469;20;2013
07.11.2013;CPU, Borotba, Trudova Kharkivshyna, PSPU, Ukrainian union of workers;Borotba;PSPU;93;668;20;2013
07.11.2013;CPU, Borotba, Trudova Kharkivshyna, PSPU, Ukrainian union of workers;Borotba;Ukrainian union of workers;93;914;20;2013
07.11.2013;CPU, Borotba, Trudova Kharkivshyna, PSPU, Ukrainian union of workers;Labor Kharkivshchyna;PSPU;469;668;20;2013
07.11.2013;CPU, Borotba, Trudova Kharkivshyna, PSPU, Ukrainian union of workers;Labor Kharkivshchyna;Ukrainian union of workers;469;914;20;2013
07.11.2013;CPU, Borotba, Trudova Kharkivshyna, PSPU, Ukrainian union of workers;PSPU;Ukrainian union of workers;668;914;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;BYT;Our Ukraine;103;604;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;BYT;Civic Position;103;162;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;BYT;Young Prosvita;103;1034;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;BYT;Prosvita;103;658;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;BYT;Youth nationalist congress (MNK);103;1055;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;BYT;Euronastup;103;263;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;Our Ukraine;Civic Position;604;162;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;Our Ukraine;Young Prosvita;604;1034;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;Our Ukraine;Prosvita;604;658;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;Our Ukraine;Youth nationalist congress (MNK);604;1055;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;Our Ukraine;Euronastup;604;263;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;Civic Position;Young Prosvita;162;1034;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;Civic Position;Prosvita;162;658;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;Civic Position;Youth nationalist congress (MNK);162;1055;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;Civic Position;Euronastup;162;263;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;Young Prosvita;Prosvita;1034;658;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;Young Prosvita;Youth nationalist congress (MNK);1034;1055;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;Young Prosvita;Euronastup;1034;263;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;Prosvita;Youth nationalist congress (MNK);658;1055;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;Prosvita;Euronastup;658;263;20;2013
19.11.2013;BYT, Our Ukraine, Civic Position, Young Prosvita, Prosvita, Youth nationalist congress (MNK), Euronastup;Youth nationalist congress (MNK);Euronastup;1055;263;20;2013
01.01.2013;Svoboda, Committee for Political Prisoners Liberation, KUN;Svoboda;Committee for Political Prisoners Liberation;823;171;10;2013
01.01.2013;Svoboda, Committee for Political Prisoners Liberation, KUN;Svoboda;KUN;823;454;10;2013
01.01.2013;Svoboda, Committee for Political Prisoners Liberation, KUN;Committee for Political Prisoners Liberation;KUN;171;454;10;2013
03.01.2013;Svoboda, BYT, UDAR;Svoboda;BYT;823;103;10;2013
03.01.2013;Svoboda, BYT, UDAR;Svoboda;UDAR;823;873;10;2013
03.01.2013;Svoboda, BYT, UDAR;BYT;UDAR;103;873;10;2013
03.01.2013;Svoboda, BYT, UDAR;Svoboda;BYT;823;103;10;2013
03.01.2013;Svoboda, BYT, UDAR;Svoboda;UDAR;823;873;10;2013
03.01.2013;Svoboda, BYT, UDAR;BYT;UDAR;103;873;10;2013
12.01.2013;Zemlyany, Forum for Kiev Rescue, Association of animal rights organizations;Zemlyany;Forum of Kyiv Rescue;1075;317;10;2013
12.01.2013;Zemlyany, Forum for Kiev Rescue, Association of animal rights organizations;Zemlyany;Association of animal rights organizations;1075;49;10;2013
12.01.2013;Zemlyany, Forum for Kiev Rescue, Association of animal rights organizations;Forum of Kyiv Rescue;Association of animal rights organizations;317;49;10;2013
12.01.2013;Zemlyany, Forum for Kiev Rescue, Association of animal rights organizations;Zemlyany;Forum of Kyiv Rescue;1075;317;10;2013
12.01.2013;Zemlyany, Forum for Kiev Rescue, Association of animal rights organizations;Zemlyany;Association of animal rights organizations;1075;49;10;2013
12.01.2013;Zemlyany, Forum for Kiev Rescue, Association of animal rights organizations;Forum of Kyiv Rescue;Association of animal rights organizations;317;49;10;2013
17.01.2013;Nastup, Civic Position, UDAR;Nastup;Civic Position;539;162;10;2013
17.01.2013;Nastup, Civic Position, UDAR;Nastup;UDAR;539;873;10;2013
17.01.2013;Nastup, Civic Position, UDAR;Civic Position;UDAR;162;873;10;2013
17.01.2013;Civic Position, UDAR;Civic Position;UDAR;162;873;10;2013
19.01.2013;Direct Action, Borotba;Direct Action;Borotba;225;93;10;2013
20.01.2013;KUN, UNP, NRU;KUN;UNP;454;969;10;2013
20.01.2013;KUN, UNP, NRU;KUN;NRU;454;572;10;2013
20.01.2013;KUN, UNP, NRU;UNP;NRU;969;572;10;2013
22.01.2013;Svoboda, BYT, UDAR;Svoboda;BYT;823;103;10;2013
22.01.2013;Svoboda, BYT, UDAR;Svoboda;UDAR;823;873;10;2013
22.01.2013;Svoboda, BYT, UDAR;BYT;UDAR;103;873;10;2013
29.01.2013;UNSO, UNP, KUN;UNSO;UNP;970;969;10;2013
29.01.2013;UNSO, UNP, KUN;UNSO;KUN;970;454;10;2013
29.01.2013;UNSO, UNP, KUN;UNP;KUN;969;454;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;Svoboda;BYT;823;103;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;Svoboda;UDAR;823;873;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;Svoboda;Our Ukraine;823;604;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;Svoboda;NRU;823;572;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;Svoboda;PRP;823;667;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;Svoboda;UNP;823;969;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;Svoboda;For Ukraine;823;310;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;Svoboda;Radical Party;823;678;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;Svoboda;UGCC;823;874;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;BYT;UDAR;103;873;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;BYT;Our Ukraine;103;604;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;BYT;NRU;103;572;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;BYT;PRP;103;667;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;BYT;UNP;103;969;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;BYT;For Ukraine;103;310;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;BYT;Radical Party;103;678;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;BYT;UGCC;103;874;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;UDAR;Our Ukraine;873;604;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;UDAR;NRU;873;572;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;UDAR;PRP;873;667;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;UDAR;UNP;873;969;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;UDAR;For Ukraine;873;310;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;UDAR;Radical Party;873;678;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;UDAR;UGCC;873;874;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;Our Ukraine;NRU;604;572;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;Our Ukraine;PRP;604;667;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;Our Ukraine;UNP;604;969;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;Our Ukraine;For Ukraine;604;310;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;Our Ukraine;Radical Party;604;678;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;Our Ukraine;UGCC;604;874;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;NRU;PRP;572;667;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;NRU;UNP;572;969;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;NRU;For Ukraine;572;310;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;NRU;Radical Party;572;678;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;NRU;UGCC;572;874;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;PRP (Reforms and Order);UNP;667;969;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;PRP (Reforms and Order);For Ukraine;667;310;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;PRP (Reforms and Order);Radical Party;667;678;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;PRP (Reforms and Order);UGCC;667;874;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;UNP;For Ukraine;969;310;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;UNP;Radical Party;969;678;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;UNP;UGCC;969;874;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;For Ukraine;Radical Party;310;678;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;For Ukraine;UGCC;310;874;10;2013
29.01.2013;Svoboda, BYT, UDAR, Our Ukraine, NRU, PRP, UNP, For Ukraine, Radical Party, UGCC;Radical Party;UGCC;678;874;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;UDAR;823;873;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;BYT;823;103;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;Svidomo;823;822;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;Gromadyanska pozytsia;823;370;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;Nastup;823;539;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;UDAR;BYT;873;103;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;UDAR;Svidomo;873;822;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;UDAR;Gromadyanska pozytsia;873;370;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;UDAR;Nastup;873;539;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;BYT;Svidomo;103;822;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;BYT;Gromadyanska pozytsia;103;370;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;BYT;Nastup;103;539;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svidomo;Gromadyanska pozytsia;822;370;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svidomo;Nastup;822;539;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Gromadyanska pozytsia;Nastup;370;539;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;UDAR;823;873;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;BYT;823;103;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;Svidomo;823;822;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;Gromadyanska pozytsia;823;370;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;Nastup;823;539;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;UDAR;BYT;873;103;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;UDAR;Svidomo;873;822;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;UDAR;Gromadyanska pozytsia;873;370;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;UDAR;Nastup;873;539;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;BYT;Svidomo;103;822;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;BYT;Gromadyanska pozytsia;103;370;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;BYT;Nastup;103;539;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svidomo;Gromadyanska pozytsia;822;370;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svidomo;Nastup;822;539;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Gromadyanska pozytsia;Nastup;370;539;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;UDAR;823;873;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;BYT;823;103;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;Svidomo;823;822;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;Gromadyanska pozytsia;823;370;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;Nastup;823;539;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;UDAR;BYT;873;103;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;UDAR;Svidomo;873;822;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;UDAR;Gromadyanska pozytsia;873;370;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;UDAR;Nastup;873;539;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;BYT;Svidomo;103;822;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;BYT;Gromadyanska pozytsia;103;370;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;BYT;Nastup;103;539;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svidomo;Gromadyanska pozytsia;822;370;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svidomo;Nastup;822;539;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Gromadyanska pozytsia;Nastup;370;539;10;2013
07.02.2013;Labor protection, Avtonomnyi opir;Labor Protection;Autonomous Resistance;471;72;10;2013
07.02.2013;Direct Action, Vidsich;Direct Action;Vidsich;225;986;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;UDAR;823;873;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;BYT;823;103;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;Svidomo;823;822;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;Gromadyanska pozytsia;823;370;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;Svoboda;Nastup;823;539;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;UDAR;BYT;873;103;10;2013
07.02.2013;Svoboda, UDAR, BYT, Svidomo, Gromadyanska pozytsia, Nastup;UDAR;Svidomo;873;822;10;2013
